# No              x0             py0            T            C            Stab              xh             pyh
00000 +1.32306958e-05 +3.88998516e+02  21.73427980 -156.20500292 +2.48298593e+02 +1.41036993e+01 -1.33387826e+01
00001 +1.32306958e-05 +3.88998516e+02  21.73427980 -156.20500292 +2.48298593e+02 +1.41036993e+01 -1.33387826e+01
00002 +1.32504369e-05 +3.88708664e+02  21.73425610 -155.99656839 +2.48045680e+02 +1.40942981e+01 -1.33298917e+01
00003 +1.32702108e-05 +3.88418982e+02  21.73423236 -155.78841136 +2.47793015e+02 +1.40849032e+01 -1.33210068e+01
00004 +1.32900173e-05 +3.88129469e+02  21.73420857 -155.58053147 +2.47540598e+02 +1.40755145e+01 -1.33121278e+01
00005 +1.33098566e-05 +3.87840124e+02  21.73418474 -155.37292834 +2.47288428e+02 +1.40661321e+01 -1.33032547e+01
00006 +1.33297288e-05 +3.87550949e+02  21.73416086 -155.16560160 +2.47036505e+02 +1.40567560e+01 -1.32943875e+01
00007 +1.33496338e-05 +3.87261943e+02  21.73413694 -154.95855090 +2.46784829e+02 +1.40473860e+01 -1.32855262e+01
00008 +1.33695718e-05 +3.86973105e+02  21.73411298 -154.75177585 +2.46533400e+02 +1.40380224e+01 -1.32766708e+01
00009 +1.33895429e-05 +3.86684436e+02  21.73408897 -154.54527610 +2.46282217e+02 +1.40286649e+01 -1.32678213e+01
00010 +1.34095470e-05 +3.86395936e+02  21.73406492 -154.33905127 +2.46031280e+02 +1.40193137e+01 -1.32589777e+01
00011 +1.34295842e-05 +3.86107603e+02  21.73404082 -154.13310099 +2.45780590e+02 +1.40099687e+01 -1.32501400e+01
00012 +1.34496547e-05 +3.85819440e+02  21.73401668 -153.92742491 +2.45530145e+02 +1.40006300e+01 -1.32413082e+01
00013 +1.34697585e-05 +3.85531444e+02  21.73399250 -153.72202266 +2.45279945e+02 +1.39912974e+01 -1.32324823e+01
00014 +1.34898956e-05 +3.85243616e+02  21.73396827 -153.51689387 +2.45029991e+02 +1.39819711e+01 -1.32236622e+01
00015 +1.35100661e-05 +3.84955956e+02  21.73394399 -153.31203817 +2.44780281e+02 +1.39726510e+01 -1.32148480e+01
00016 +1.35302701e-05 +3.84668464e+02  21.73391968 -153.10745521 +2.44530816e+02 +1.39633371e+01 -1.32060397e+01
00017 +1.35505076e-05 +3.84381139e+02  21.73389531 -152.90314462 +2.44281596e+02 +1.39540294e+01 -1.31972373e+01
00018 +1.35707787e-05 +3.84093983e+02  21.73387091 -152.69910604 +2.44032620e+02 +1.39447279e+01 -1.31884407e+01
00019 +1.35910835e-05 +3.83806993e+02  21.73384646 -152.49533909 +2.43783887e+02 +1.39354326e+01 -1.31796500e+01
00020 +1.36114220e-05 +3.83520171e+02  21.73382196 -152.29184343 +2.43535399e+02 +1.39261435e+01 -1.31708651e+01
00021 +1.36317943e-05 +3.83233516e+02  21.73379742 -152.08861869 +2.43287154e+02 +1.39168606e+01 -1.31620861e+01
00022 +1.36522005e-05 +3.82947028e+02  21.73377283 -151.88566451 +2.43039152e+02 +1.39075839e+01 -1.31533130e+01
00023 +1.36726406e-05 +3.82660707e+02  21.73374820 -151.68298053 +2.42791392e+02 +1.38983133e+01 -1.31445457e+01
00024 +1.36931147e-05 +3.82374553e+02  21.73372352 -151.48056638 +2.42543876e+02 +1.38890489e+01 -1.31357842e+01
00025 +1.37136228e-05 +3.82088565e+02  21.73369880 -151.27842172 +2.42296602e+02 +1.38797907e+01 -1.31270286e+01
00026 +1.37341651e-05 +3.81802744e+02  21.73367403 -151.07654617 +2.42049570e+02 +1.38705387e+01 -1.31182788e+01
00027 +1.37547415e-05 +3.81517090e+02  21.73364922 -150.87493938 +2.41802781e+02 +1.38612928e+01 -1.31095348e+01
00028 +1.37753522e-05 +3.81231602e+02  21.73362436 -150.67360100 +2.41556232e+02 +1.38520531e+01 -1.31007966e+01
00029 +1.37959972e-05 +3.80946280e+02  21.73359946 -150.47253066 +2.41309926e+02 +1.38428195e+01 -1.30920643e+01
00030 +1.38166766e-05 +3.80661125e+02  21.73357451 -150.27172800 +2.41063860e+02 +1.38335921e+01 -1.30833378e+01
00031 +1.38373905e-05 +3.80376135e+02  21.73354951 -150.07119268 +2.40818036e+02 +1.38243708e+01 -1.30746171e+01
00032 +1.38581389e-05 +3.80091311e+02  21.73352447 -149.87092433 +2.40572452e+02 +1.38151557e+01 -1.30659022e+01
00033 +1.38789218e-05 +3.79806653e+02  21.73349938 -149.67092260 +2.40327108e+02 +1.38059467e+01 -1.30571931e+01
00034 +1.38997395e-05 +3.79522161e+02  21.73347425 -149.47118713 +2.40082005e+02 +1.37967438e+01 -1.30484898e+01
00035 +1.39205918e-05 +3.79237834e+02  21.73344907 -149.27171756 +2.39837142e+02 +1.37875471e+01 -1.30397923e+01
00036 +1.39414789e-05 +3.78953673e+02  21.73342384 -149.07251355 +2.39592519e+02 +1.37783565e+01 -1.30311006e+01
00037 +1.39624009e-05 +3.78669677e+02  21.73339857 -148.87357474 +2.39348135e+02 +1.37691720e+01 -1.30224147e+01
00038 +1.39833578e-05 +3.78385846e+02  21.73337325 -148.67490078 +2.39103990e+02 +1.37599936e+01 -1.30137346e+01
00039 +1.40043497e-05 +3.78102181e+02  21.73334789 -148.47649130 +2.38860084e+02 +1.37508214e+01 -1.30050603e+01
00040 +1.40253766e-05 +3.77818680e+02  21.73332247 -148.27834597 +2.38616417e+02 +1.37416552e+01 -1.29963917e+01
