# No              x0             py0            T            C            Stab              xh             pyh
00075 +3.31799870e+01 -3.19895241e+01  34.40141681 -944.27028529 +3.00006921e+06 +8.06188359e-07 +1.57535840e+03
00076 +3.29593228e+01 -3.17767702e+01  34.40139019 -931.75017599 +2.90417882e+06 +8.17220353e-07 +1.56468914e+03
00077 +3.27401221e+01 -3.15654272e+01  34.40136306 -919.39580176 +2.87395523e+06 +8.28407362e-07 +1.55408834e+03
00078 +3.25223750e+01 -3.13554857e+01  34.40133542 -907.20496683 +2.75854014e+06 +8.39751316e-07 +1.54355586e+03
00079 +3.23060720e+01 -3.11469364e+01  34.40130724 -895.17550447 +2.73232255e+06 +8.51254443e-07 +1.53309131e+03
00080 +3.20912034e+01 -3.09397700e+01  34.40127852 -883.30527667 +2.66598697e+06 +8.62918972e-07 +1.52269433e+03
00081 +3.18777596e+01 -3.07339772e+01  34.40124925 -871.59217370 +2.61101850e+06 +8.74747612e-07 +1.51236417e+03
00082 +3.16657311e+01 -3.05295489e+01  34.40121942 -860.03411380 +2.52510679e+06 +8.86742827e-07 +1.50210033e+03
00083 +3.14551085e+01 -3.03264760e+01  34.40118902 -848.62904277 +2.46458936e+06 +8.98907390e-07 +1.49190212e+03
00084 +3.12458824e+01 -3.01247494e+01  34.40115803 -837.37493360 +2.44220145e+06 +9.11242632e-07 +1.48177006e+03
00085 +3.10380434e+01 -2.99243601e+01  34.40112645 -826.26978612 +2.39009723e+06 +9.23752382e-07 +1.47170264e+03
00086 +3.08315824e+01 -2.97252992e+01  34.40109426 -815.31162666 +2.36521214e+06 +9.36438685e-07 +1.46169985e+03
00087 +3.06264900e+01 -2.95275579e+01  34.40106146 -804.49850768 +2.31482930e+06 +9.49304041e-07 +1.45176137e+03
00088 +3.04227572e+01 -2.93311273e+01  34.40102803 -793.82850742 +2.27194481e+06 +9.62351127e-07 +1.44188674e+03
00089 +3.02203749e+01 -2.91359987e+01  34.40099395 -783.29972958 +2.24698744e+06 +9.75583044e-07 +1.43207522e+03
00090 +3.00193341e+01 -2.89421634e+01  34.40095922 -772.91030297 +2.18439172e+06 +9.89002477e-07 +1.42232645e+03
00091 +2.98196258e+01 -2.87496127e+01  34.40092383 -762.65838115 +2.12274860e+06 +1.00261230e-06 +1.41263996e+03
00092 +2.96212412e+01 -2.85583381e+01  34.40088776 -752.54214217 +2.09346319e+06 +1.01641506e-06 +1.40301555e+03
00093 +2.94241712e+01 -2.83683310e+01  34.40085099 -742.55978817 +2.02979876e+06 +1.03041353e-06 +1.39345286e+03
00094 +2.92284073e+01 -2.81795830e+01  34.40081352 -732.70954511 +1.99328539e+06 +1.04461139e-06 +1.38395098e+03
00095 +2.90339407e+01 -2.79920857e+01  34.40077534 -722.98966246 +1.93355110e+06 +1.05901120e-06 +1.37450979e+03
00096 +2.88407626e+01 -2.78058306e+01  34.40073642 -713.39841284 +1.89881385e+06 +1.07361574e-06 +1.36512904e+03
00097 +2.86488646e+01 -2.76208096e+01  34.40069675 -703.93409175 +1.90364699e+06 +1.08842878e-06 +1.35580790e+03
00098 +2.84582380e+01 -2.74370142e+01  34.40065632 -694.59501726 +1.85330604e+06 +1.10345315e-06 +1.34654617e+03
00099 +2.82688743e+01 -2.72544365e+01  34.40061512 -685.37952971 +1.84816504e+06 +1.11869215e-06 +1.33734338e+03
00100 +2.80807651e+01 -2.70730681e+01  34.40057312 -676.28599142 +1.78134671e+06 +1.13414866e-06 +1.32819936e+03
00101 +2.78939020e+01 -2.68929011e+01  34.40053032 -667.31278637 +1.73826333e+06 +1.14982689e-06 +1.31911318e+03
00102 +2.77082767e+01 -2.67139273e+01  34.40048670 -658.45831998 +1.72222131e+06 +1.16572923e-06 +1.31008501e+03
00103 +2.75238808e+01 -2.65361389e+01  34.40044224 -649.72101873 +1.67439218e+06 +1.18186001e-06 +1.30111395e+03
00104 +2.73407063e+01 -2.63595278e+01  34.40039693 -641.09932998 +1.65267402e+06 +1.19822194e-06 +1.29220005e+03
00105 +2.71587448e+01 -2.61840862e+01  34.40035075 -632.59172162 +1.60072562e+06 +1.21481932e-06 +1.28334249e+03
00106 +2.69779883e+01 -2.60098063e+01  34.40030368 -624.19668183 +1.56957935e+06 +1.23165515e-06 +1.27454123e+03
00107 +2.67984287e+01 -2.58366803e+01  34.40025572 -615.91271881 +1.55293632e+06 +1.24873361e-06 +1.26579562e+03
00108 +2.66200581e+01 -2.56647004e+01  34.40020683 -607.73836051 +1.53300015e+06 +1.26605847e-06 +1.25710525e+03
00109 +2.64428684e+01 -2.54938590e+01  34.40015700 -599.67215436 +1.49424778e+06 +1.28363330e-06 +1.24846988e+03
00110 +2.62668517e+01 -2.53241485e+01  34.40010621 -591.71266703 +1.44551982e+06 +1.30146172e-06 +1.23988925e+03
00111 +2.60920002e+01 -2.51555613e+01  34.40005446 -583.85848416 +1.43357201e+06 +1.31954854e-06 +1.23136256e+03
00112 +2.59183062e+01 -2.49880899e+01  34.40000170 -576.10821012 +1.40422031e+06 +1.33789739e-06 +1.22288964e+03
00113 +2.57457617e+01 -2.48217267e+01  34.39994794 -568.46046775 +1.37291704e+06 +1.35651183e-06 +1.21447034e+03
00114 +2.55743592e+01 -2.46564645e+01  34.39989314 -560.91389813 +1.34457773e+06 +1.37539692e-06 +1.20610390e+03
00115 +2.54040909e+01 -2.44922957e+01  34.39983730 -553.46716032 +1.31514488e+06 +1.39455643e-06 +1.19779015e+03
00116 +2.52349494e+01 -2.43292130e+01  34.39978038 -546.11893114 +1.29902513e+06 +1.41399489e-06 +1.18952864e+03
00117 +2.50669269e+01 -2.41672093e+01  34.39972236 -538.86790491 +1.26987384e+06 +1.43371629e-06 +1.18131918e+03
00118 +2.49000161e+01 -2.40062771e+01  34.39966324 -531.71279326 +1.24659059e+06 +1.45372592e-06 +1.17316106e+03
00119 +2.47342094e+01 -2.38464095e+01  34.39960298 -524.65232485 +1.22638178e+06 +1.47402746e-06 +1.16505428e+03
00120 +2.45694995e+01 -2.36875991e+01  34.39954156 -517.68524518 +1.19302772e+06 +1.49462632e-06 +1.15699818e+03
00121 +2.44058790e+01 -2.35298390e+01  34.39947896 -510.81031635 +1.16253489e+06 +1.51552687e-06 +1.14899255e+03
00122 +2.42433407e+01 -2.33731220e+01  34.39941516 -504.02631686 +1.14436551e+06 +1.53673400e-06 +1.14103700e+03
00123 +2.40818771e+01 -2.32174411e+01  34.39935014 -497.33204136 +1.12071086e+06 +1.55825236e-06 +1.13313127e+03
00124 +2.39214811e+01 -2.30627895e+01  34.39928387 -490.72630047 +1.09974956e+06 +1.58008772e-06 +1.12527474e+03
00125 +2.37621456e+01 -2.29091602e+01  34.39921632 -484.20792053 +1.08761039e+06 +1.60224446e-06 +1.11746731e+03
00126 +2.36038635e+01 -2.27565462e+01  34.39914748 -477.77574344 +1.05195987e+06 +1.62472775e-06 +1.10970863e+03
00127 +2.34466275e+01 -2.26049409e+01  34.39907732 -471.42862642 +1.03235084e+06 +1.64754338e-06 +1.10199819e+03
00128 +2.32904308e+01 -2.24543374e+01  34.39900580 -465.16544179 +1.01296189e+06 +1.67069668e-06 +1.09433567e+03
00129 +2.31352664e+01 -2.23047290e+01  34.39893292 -458.98507684 +9.97186424e+05 +1.69419286e-06 +1.08672082e+03
00130 +2.29811272e+01 -2.21561089e+01  34.39885863 -452.88643355 +9.77666228e+05 +1.71803799e-06 +1.07915314e+03
00131 +2.28280064e+01 -2.20084706e+01  34.39878292 -446.86842844 +9.54897533e+05 +1.74223689e-06 +1.07163258e+03
00132 +2.26758972e+01 -2.18618074e+01  34.39870575 -440.92999237 +9.28643332e+05 +1.76679637e-06 +1.06415849e+03
00133 +2.25247928e+01 -2.17161128e+01  34.39862709 -435.07007036 +9.15729946e+05 +1.79172152e-06 +1.05673079e+03
00134 +2.23746863e+01 -2.15713803e+01  34.39854693 -429.28762136 +8.99384550e+05 +1.81701904e-06 +1.04934895e+03
00135 +2.22255711e+01 -2.14276033e+01  34.39846523 -423.58161813 +8.78649867e+05 +1.84269484e-06 +1.04201271e+03
00136 +2.20774404e+01 -2.12847754e+01  34.39838195 -417.95104700 +8.58993570e+05 +1.86875533e-06 +1.03472171e+03
00137 +2.19302878e+01 -2.11428903e+01  34.39829707 -412.39490773 +8.46873754e+05 +1.89520641e-06 +1.02747575e+03
00138 +2.17841065e+01 -2.10019416e+01  34.39821056 -406.91221330 +8.28198074e+05 +1.92205520e-06 +1.02027435e+03
00139 +2.16388900e+01 -2.08619229e+01  34.39812239 -401.50198974 +8.13414150e+05 +1.94930810e-06 +1.01311726e+03
00140 +2.14946318e+01 -2.07228280e+01  34.39803252 -396.16327600 +7.97492275e+05 +1.97697186e-06 +1.00600415e+03
00141 +2.13513255e+01 -2.05846507e+01  34.39794093 -390.89512371 +7.78371661e+05 +2.00505327e-06 +9.98934749e+02
00142 +2.12089647e+01 -2.04473847e+01  34.39784757 -385.69659706 +7.68599764e+05 +2.03355979e-06 +9.91908627e+02
00143 +2.10675429e+01 -2.03110240e+01  34.39775242 -380.56677263 +7.49410631e+05 +2.06249794e-06 +9.84925636e+02
00144 +2.09270538e+01 -2.01755623e+01  34.39765543 -375.50473919 +7.31228090e+05 +2.09187589e-06 +9.77985263e+02
00145 +2.07874911e+01 -2.00409936e+01  34.39755658 -370.50959760 +7.18637869e+05 +2.12170072e-06 +9.71087292e+02
00146 +2.06488485e+01 -1.99073120e+01  34.39745582 -365.58046057 +7.02208097e+05 +2.15197957e-06 +9.64231527e+02
00147 +2.05111199e+01 -1.97745113e+01  34.39735313 -360.71645258 +6.88136040e+05 +2.18272097e-06 +9.57417489e+02
00148 +2.03742991e+01 -1.96425856e+01  34.39724846 -355.91670967 +6.77473752e+05 +2.21393270e-06 +9.50644912e+02
00149 +2.02383798e+01 -1.95115290e+01  34.39714177 -351.18037932 +6.59615454e+05 +2.24562253e-06 +9.43913563e+02
00150 +2.01033561e+01 -1.93813357e+01  34.39703303 -346.50662027 +6.45732365e+05 +2.27779889e-06 +9.37223107e+02
00151 +1.99692218e+01 -1.92519997e+01  34.39692219 -341.89460240 +6.36190606e+05 +2.31047017e-06 +9.30573252e+02
00152 +1.98359710e+01 -1.91235152e+01  34.39680921 -337.34350655 +6.20708155e+05 +2.34364503e-06 +9.23963689e+02
00153 +1.98359710e+01 -1.91235153e+01  34.39680921 -337.34350725 +5.57553547e+02 +2.34364511e-06 +9.23963676e+02
00154 +1.98359710e+01 -1.91235153e+01  34.39680921 -337.34350725 +5.57553547e+02 +2.34364511e-06 +9.23963676e+02
00155 +1.98226942e+01 -1.91107134e+01  34.39679780 -336.89171716 +5.56980872e+02 +2.34699074e-06 +9.23304902e+02
00156 +1.98094263e+01 -1.90979200e+01  34.39678636 -336.44052740 +5.56408760e+02 +2.35034129e-06 +9.22646570e+02
00157 +1.97961671e+01 -1.90851351e+01  34.39677490 -335.98993716 +5.55837202e+02 +2.35369706e-06 +9.21988622e+02
00158 +1.97829166e+01 -1.90723586e+01  34.39676342 -335.53994565 +5.55266208e+02 +2.35705802e-06 +9.21331066e+02
00159 +1.97696750e+01 -1.90595906e+01  34.39675191 -335.09055206 +5.54695751e+02 +2.36042418e-06 +9.20673901e+02
00160 +1.97564420e+01 -1.90468309e+01  34.39674039 -334.64175560 +5.54125854e+02 +2.36379534e-06 +9.20017166e+02
00161 +1.97432178e+01 -1.90340797e+01  34.39672884 -334.19355547 +5.53556512e+02 +2.36717186e-06 +9.19360794e+02
00162 +1.97300023e+01 -1.90213369e+01  34.39671727 -333.74595087 +5.52987730e+02 +2.37055340e-06 +9.18704851e+02
00163 +1.97167956e+01 -1.90086026e+01  34.39670568 -333.29894101 +5.52419487e+02 +2.37394034e-06 +9.18049269e+02
00164 +1.97035975e+01 -1.89958766e+01  34.39669407 -332.85252510 +5.51851802e+02 +2.37733240e-06 +9.17394098e+02
00165 +1.96904082e+01 -1.89831590e+01  34.39668243 -332.40670233 +5.51284671e+02 +2.38072976e-06 +9.16739308e+02
00166 +1.96772276e+01 -1.89704498e+01  34.39667077 -331.96147193 +5.50718091e+02 +2.38413198e-06 +9.16084986e+02
00167 +1.96640557e+01 -1.89577491e+01  34.39665909 -331.51683310 +5.50152062e+02 +2.38753980e-06 +9.15430987e+02
00168 +1.96508925e+01 -1.89450567e+01  34.39664739 -331.07278504 +5.49586575e+02 +2.39095269e-06 +9.14777418e+02
00169 +1.96377380e+01 -1.89323726e+01  34.39663566 -330.62932698 +5.49021646e+02 +2.39437086e-06 +9.14124239e+02
00170 +1.96245922e+01 -1.89196970e+01  34.39662391 -330.18645812 +5.48457249e+02 +2.39779456e-06 +9.13471404e+02
00171 +1.96114550e+01 -1.89070297e+01  34.39661214 -329.74417768 +5.47893421e+02 +2.40122299e-06 +9.12819066e+02
00172 +1.95983266e+01 -1.88943708e+01  34.39660035 -329.30248487 +5.47330129e+02 +2.40465709e-06 +9.12167049e+02
00173 +1.95852068e+01 -1.88817202e+01  34.39658853 -328.86137891 +5.46767388e+02 +2.40809643e-06 +9.11515437e+02
00174 +1.95720956e+01 -1.88690780e+01  34.39657670 -328.42085901 +5.46205191e+02 +2.41154093e-06 +9.10864243e+02
00175 +1.95589931e+01 -1.88564441e+01  34.39656484 -327.98092439 +5.45643535e+02 +2.41499092e-06 +9.10213408e+02
00176 +1.95458993e+01 -1.88438185e+01  34.39655295 -327.54157427 +5.45082422e+02 +2.41844618e-06 +9.09562977e+02
00177 +1.95328141e+01 -1.88312013e+01  34.39654105 -327.10280787 +5.44521865e+02 +2.42190663e-06 +9.08912962e+02
00178 +1.95197375e+01 -1.88185924e+01  34.39652912 -326.66462442 +5.43961856e+02 +2.42537239e-06 +9.08263346e+02
00179 +1.95066696e+01 -1.88059919e+01  34.39651717 -326.22702312 +5.43402375e+02 +2.42884356e-06 +9.07614111e+02
00180 +1.94936103e+01 -1.87933996e+01  34.39650519 -325.79000321 +5.42843450e+02 +2.43232020e-06 +9.06965245e+02
00181 +1.94805596e+01 -1.87808157e+01  34.39649319 -325.35356391 +5.42285048e+02 +2.43580198e-06 +9.06316812e+02
00182 +1.94675176e+01 -1.87682400e+01  34.39648117 -324.91770444 +5.41727209e+02 +2.43928947e-06 +9.05668710e+02
00183 +1.94544841e+01 -1.87556727e+01  34.39646913 -324.48242403 +5.41169902e+02 +2.44278186e-06 +9.05021087e+02
00184 +1.94414592e+01 -1.87431137e+01  34.39645706 -324.04772191 +5.40613131e+02 +2.44627989e-06 +9.04373809e+02
00185 +1.94284430e+01 -1.87305629e+01  34.39644497 -323.61359730 +5.40056910e+02 +2.44978352e-06 +9.03726886e+02
00186 +1.94154353e+01 -1.87180204e+01  34.39643286 -323.18004943 +5.39501221e+02 +2.45329216e-06 +9.03080427e+02
